adjuster_id,employee_id,first_name,last_name,email,phone,license_number,license_state,specializations,hire_date,status,home_office_id,supervisor_email,max_active_claims
ADJ40387129,EMP69425513,Adj5785,Smith,adjuster5785@corp.com,555-2876,LIC92416502,TX,Fraud,2001-05-16,Active,OFF82371444,supervisor@corp.com,40
ADJ58605744,EMP39475309,Adj5786,Smith,adjuster5786@corp.com,555-7492,LIC89799652,CA,Auto,2013-12-07,Inactive,OFF26348633,supervisor@corp.com,96
ADJ26339737,EMP51224361,Adj5787,Smith,adjuster5787@corp.com,555-4915,LIC63828806,MA,Fraud,2009-02-15,Active,OFF86215343,supervisor@corp.com,17
ADJ33770157,EMP94447180,Adj5788,Smith,adjuster5788@corp.com,555-9484,LIC61619768,CA,Auto,2005-01-18,Inactive,OFF45589162,supervisor@corp.com,56
ADJ83306190,EMP16809352,Adj5789,Smith,adjuster5789@corp.com,555-2943,LIC37994290,MA,Auto,2008-10-06,Active,OFF31473300,supervisor@corp.com,83
ADJ13947448,EMP17405153,Adj5790,Smith,adjuster5790@corp.com,555-9818,LIC47898509,IL,Fraud,2010-08-01,Inactive,OFF52207556,supervisor@corp.com,95
ADJ49111020,EMP97960064,Adj5791,Smith,adjuster5791@corp.com,555-9165,LIC20889035,FL,Fraud,2002-12-28,Active,OFF33221226,supervisor@corp.com,92
ADJ49791389,EMP09219656,Adj5792,Smith,adjuster5792@corp.com,555-2730,LIC69952733,TX,Property,2011-01-21,Active,OFF26823777,supervisor@corp.com,17
ADJ34109612,EMP19411444,Adj5793,Smith,adjuster5793@corp.com,555-3744,LIC19100503,FL,Property,2011-04-30,Inactive,OFF93559139,supervisor@corp.com,85
ADJ87291345,EMP00481645,Adj5794,Smith,adjuster5794@corp.com,555-8070,LIC67532999,FL,Fraud,2017-12-20,Inactive,OFF85796220,supervisor@corp.com,95
ADJ01291886,EMP80094085,Adj5795,Smith,adjuster5795@corp.com,555-4760,LIC89813375,FL,Fraud,2002-09-18,Active,OFF01079812,supervisor@corp.com,34
ADJ00915927,EMP42213953,Adj5796,Smith,adjuster5796@corp.com,555-3957,LIC91612034,CA,Fraud,2009-02-14,Active,OFF30185233,supervisor@corp.com,35
ADJ05388144,EMP30427248,Adj5797,Smith,adjuster5797@corp.com,555-2887,LIC14647504,FL,Property,2016-05-08,Active,OFF73326195,supervisor@corp.com,15
ADJ50168097,EMP01335566,Adj5798,Smith,adjuster5798@corp.com,555-6133,LIC99001469,FL,Auto,2012-06-09,Inactive,OFF34265452,supervisor@corp.com,20
ADJ34350858,EMP04051809,Adj5799,Smith,adjuster5799@corp.com,555-1574,LIC17502817,NY,Auto,2007-02-07,Active,OFF46426802,supervisor@corp.com,16
ADJ15886844,EMP86494459,Adj5800,Smith,adjuster5800@corp.com,555-6617,LIC15348984,WA,Property,2019-05-01,Active,OFF29150733,supervisor@corp.com,97
ADJ56519908,EMP07283422,Adj5801,Smith,adjuster5801@corp.com,555-6064,LIC51788663,CA,Auto,2012-10-03,Active,OFF24115478,supervisor@corp.com,84
ADJ97951560,EMP62463860,Adj5802,Smith,adjuster5802@corp.com,555-6678,LIC65361031,FL,Fraud,2023-08-25,Active,OFF47686413,supervisor@corp.com,100
ADJ02589846,EMP40071343,Adj5803,Smith,adjuster5803@corp.com,555-7478,LIC81880322,TX,Auto,2015-08-15,Active,OFF65387780,supervisor@corp.com,85
ADJ04157318,EMP02088195,Adj5804,Smith,adjuster5804@corp.com,555-6842,LIC76635107,WA,Property,2017-03-13,Inactive,OFF21814973,supervisor@corp.com,39
ADJ60893359,EMP69015084,Adj5805,Smith,adjuster5805@corp.com,555-5956,LIC59915717,MA,Auto,2010-07-28,Inactive,OFF65686213,supervisor@corp.com,53
ADJ73094503,EMP22411247,Adj5806,Smith,adjuster5806@corp.com,555-5521,LIC45701854,WA,Property,2004-05-30,Active,OFF34881373,supervisor@corp.com,69
ADJ90776593,EMP43437193,Adj5807,Smith,adjuster5807@corp.com,555-8929,LIC09284044,NY,Fraud,2006-11-23,Active,OFF88599294,supervisor@corp.com,75
ADJ05957115,EMP77669007,Adj5808,Smith,adjuster5808@corp.com,555-5241,LIC09608482,FL,Property,2000-06-06,Active,OFF65522431,supervisor@corp.com,75
ADJ87341863,EMP81573919,Adj5809,Smith,adjuster5809@corp.com,555-1032,LIC15868817,TX,Auto,2023-04-27,Inactive,OFF67832610,supervisor@corp.com,86
ADJ49080998,EMP63073321,Adj5810,Smith,adjuster5810@corp.com,555-3460,LIC70891271,IL,Fraud,2001-07-02,Active,OFF36053032,supervisor@corp.com,33
ADJ11920709,EMP81732599,Adj5811,Smith,adjuster5811@corp.com,555-2306,LIC35542938,NY,Auto,2024-03-04,Active,OFF44795129,supervisor@corp.com,16
ADJ79295409,EMP47681934,Adj5812,Smith,adjuster5812@corp.com,555-1027,LIC67223899,CA,Fraud,2004-11-03,Inactive,OFF31735773,supervisor@corp.com,93
ADJ23122163,EMP54256985,Adj5813,Smith,adjuster5813@corp.com,555-8453,LIC65234744,IL,Property,2022-04-10,Active,OFF67086885,supervisor@corp.com,45
ADJ98523816,EMP94318457,Adj5814,Smith,adjuster5814@corp.com,555-3509,LIC85578166,MA,Property,2009-05-02,Active,OFF48830001,supervisor@corp.com,24
ADJ65978304,EMP52006852,Adj5815,Smith,adjuster5815@corp.com,555-4224,LIC00217251,FL,Fraud,2025-07-17,Inactive,OFF68621984,supervisor@corp.com,79
ADJ36924755,EMP04639872,Adj5816,Smith,adjuster5816@corp.com,555-1858,LIC47184339,CA,Auto,2003-05-04,Inactive,OFF63682410,supervisor@corp.com,74
ADJ97563916,EMP60053724,Adj5817,Smith,adjuster5817@corp.com,555-4740,LIC01148669,WA,Auto,2023-04-10,Inactive,OFF10329275,supervisor@corp.com,20
ADJ68182367,EMP97612462,Adj5818,Smith,adjuster5818@corp.com,555-5905,LIC33077778,FL,Auto,2025-08-21,Active,OFF35475959,supervisor@corp.com,30
ADJ12389813,EMP35149775,Adj5819,Smith,adjuster5819@corp.com,555-1385,LIC47726726,NY,Fraud,2001-07-14,Active,OFF60524043,supervisor@corp.com,59
ADJ40939126,EMP48566652,Adj5820,Smith,adjuster5820@corp.com,555-8487,LIC91440118,WA,Fraud,2013-03-25,Inactive,OFF67999497,supervisor@corp.com,48
ADJ00691062,EMP82308737,Adj5821,Smith,adjuster5821@corp.com,555-9022,LIC35819266,TX,Property,2024-09-30,Inactive,OFF05625098,supervisor@corp.com,52
ADJ76997450,EMP30829680,Adj5822,Smith,adjuster5822@corp.com,555-1015,LIC16759615,FL,Fraud,2013-10-13,Inactive,OFF57992388,supervisor@corp.com,32
ADJ89714129,EMP88514820,Adj5823,Smith,adjuster5823@corp.com,555-7158,LIC84028316,IL,Fraud,2018-12-20,Inactive,OFF29501304,supervisor@corp.com,30
ADJ94768875,EMP82059815,Adj5824,Smith,adjuster5824@corp.com,555-3485,LIC59867584,NY,Property,2002-07-15,Active,OFF37701867,supervisor@corp.com,99
ADJ91736940,EMP85806987,Adj5825,Smith,adjuster5825@corp.com,555-8231,LIC33115234,CA,Fraud,2014-05-12,Inactive,OFF86067455,supervisor@corp.com,80
ADJ83763322,EMP77012760,Adj5826,Smith,adjuster5826@corp.com,555-2149,LIC10011304,FL,Auto,2018-09-01,Active,OFF14588612,supervisor@corp.com,24
ADJ76803945,EMP10298254,Adj5827,Smith,adjuster5827@corp.com,555-1260,LIC25550971,FL,Property,2006-05-22,Active,OFF72881846,supervisor@corp.com,10
ADJ12148400,EMP92740299,Adj5828,Smith,adjuster5828@corp.com,555-9156,LIC82616731,IL,Auto,2006-04-24,Active,OFF76896736,supervisor@corp.com,51
ADJ92593239,EMP13092311,Adj5829,Smith,adjuster5829@corp.com,555-1618,LIC99600937,CA,Fraud,2005-01-18,Active,OFF57823859,supervisor@corp.com,56
ADJ15338970,EMP50076768,Adj5830,Smith,adjuster5830@corp.com,555-6618,LIC23510766,TX,Auto,2001-06-29,Inactive,OFF78519640,supervisor@corp.com,59
ADJ41104506,EMP36299293,Adj5831,Smith,adjuster5831@corp.com,555-9108,LIC17432326,WA,Property,2021-05-14,Inactive,OFF05505266,supervisor@corp.com,93
ADJ95339115,EMP93869508,Adj5832,Smith,adjuster5832@corp.com,555-1333,LIC26054581,CA,Auto,2024-08-13,Active,OFF39400051,supervisor@corp.com,77
ADJ27707127,EMP59468282,Adj5833,Smith,adjuster5833@corp.com,555-8948,LIC50433173,MA,Auto,2004-01-24,Active,OFF70972370,supervisor@corp.com,53
ADJ38402552,EMP86568401,Adj5834,Smith,adjuster5834@corp.com,555-3297,LIC30581743,IL,Property,2014-07-29,Active,OFF28444834,supervisor@corp.com,19
ADJ71319268,EMP25786166,Adj5835,Smith,adjuster5835@corp.com,555-8210,LIC26331129,WA,Property,2003-05-21,Inactive,OFF73399150,supervisor@corp.com,28
ADJ77310501,EMP39535416,Adj5836,Smith,adjuster5836@corp.com,555-8749,LIC48774618,NY,Auto,2016-03-21,Inactive,OFF38928030,supervisor@corp.com,98
ADJ11856335,EMP30596428,Adj5837,Smith,adjuster5837@corp.com,555-8965,LIC45338458,WA,Auto,2019-04-19,Active,OFF95495322,supervisor@corp.com,55
ADJ37168281,EMP30997268,Adj5838,Smith,adjuster5838@corp.com,555-3742,LIC17332713,WA,Auto,2011-10-27,Active,OFF39152970,supervisor@corp.com,91
ADJ75198201,EMP53515669,Adj5839,Smith,adjuster5839@corp.com,555-9120,LIC07181907,CA,Property,2019-03-12,Inactive,OFF76952431,supervisor@corp.com,21
ADJ42900940,EMP16315476,Adj5840,Smith,adjuster5840@corp.com,555-1832,LIC66689259,TX,Property,2015-10-20,Active,OFF64287801,supervisor@corp.com,99
ADJ45681836,EMP31565628,Adj5841,Smith,adjuster5841@corp.com,555-3062,LIC85686866,WA,Auto,2023-07-25,Inactive,OFF44659528,supervisor@corp.com,40
ADJ53332887,EMP68202101,Adj5842,Smith,adjuster5842@corp.com,555-6043,LIC98728649,IL,Auto,2021-11-17,Active,OFF00898904,supervisor@corp.com,13
ADJ72205890,EMP92571116,Adj5843,Smith,adjuster5843@corp.com,555-9477,LIC81665909,MA,Auto,2005-06-26,Inactive,OFF34775308,supervisor@corp.com,96
ADJ20708782,EMP46227572,Adj5844,Smith,adjuster5844@corp.com,555-2884,LIC76192619,MA,Auto,2017-08-05,Inactive,OFF87597175,supervisor@corp.com,24
ADJ50100499,EMP91884918,Adj5845,Smith,adjuster5845@corp.com,555-3490,LIC80766705,FL,Auto,2002-05-19,Inactive,OFF70719348,supervisor@corp.com,65
ADJ63383480,EMP72904022,Adj5846,Smith,adjuster5846@corp.com,555-5357,LIC42394241,FL,Fraud,2018-11-24,Active,OFF67651847,supervisor@corp.com,65
ADJ45474699,EMP86890525,Adj5847,Smith,adjuster5847@corp.com,555-9002,LIC57014815,TX,Property,2009-06-28,Active,OFF17830916,supervisor@corp.com,14
ADJ80202951,EMP93033799,Adj5848,Smith,adjuster5848@corp.com,555-3580,LIC62939349,IL,Property,2005-05-22,Inactive,OFF07852462,supervisor@corp.com,26
ADJ37173595,EMP90618127,Adj5849,Smith,adjuster5849@corp.com,555-8098,LIC86608659,TX,Property,2019-07-23,Active,OFF83028574,supervisor@corp.com,37
ADJ79806331,EMP08442469,Adj5850,Smith,adjuster5850@corp.com,555-6601,LIC73386266,WA,Fraud,2015-05-16,Active,OFF36499197,supervisor@corp.com,98
ADJ15839897,EMP76037388,Adj5851,Smith,adjuster5851@corp.com,555-8337,LIC46005282,IL,Property,2009-03-28,Active,OFF25194986,supervisor@corp.com,52
ADJ84842314,EMP77036537,Adj5852,Smith,adjuster5852@corp.com,555-5619,LIC95589432,FL,Property,2003-12-24,Active,OFF81549168,supervisor@corp.com,32
ADJ32427488,EMP94359134,Adj5853,Smith,adjuster5853@corp.com,555-5586,LIC77194748,WA,Auto,2001-09-03,Inactive,OFF87737979,supervisor@corp.com,28
ADJ64722729,EMP96874070,Adj5854,Smith,adjuster5854@corp.com,555-6028,LIC11318947,FL,Auto,2016-09-18,Inactive,OFF95629781,supervisor@corp.com,98
ADJ83877544,EMP53246728,Adj5855,Smith,adjuster5855@corp.com,555-5063,LIC22028577,MA,Property,2001-09-08,Inactive,OFF51153179,supervisor@corp.com,79
ADJ66994391,EMP00243044,Adj5856,Smith,adjuster5856@corp.com,555-8536,LIC76589324,WA,Property,2023-02-24,Active,OFF22097357,supervisor@corp.com,51
ADJ96732406,EMP74634460,Adj5857,Smith,adjuster5857@corp.com,555-6070,LIC57593253,CA,Property,2015-11-07,Inactive,OFF64896480,supervisor@corp.com,40
ADJ82090570,EMP53951075,Adj5858,Smith,adjuster5858@corp.com,555-1259,LIC64949281,TX,Fraud,2001-08-19,Active,OFF74085197,supervisor@corp.com,64
ADJ99708572,EMP10501346,Adj5859,Smith,adjuster5859@corp.com,555-7691,LIC59710367,FL,Property,2011-08-03,Inactive,OFF38200411,supervisor@corp.com,87
ADJ57791139,EMP39511415,Adj5860,Smith,adjuster5860@corp.com,555-1104,LIC14274894,NY,Auto,2018-11-30,Active,OFF41628791,supervisor@corp.com,34
ADJ15649930,EMP46470441,Adj5861,Smith,adjuster5861@corp.com,555-6157,LIC02718398,MA,Property,2021-06-08,Active,OFF01379675,supervisor@corp.com,67
ADJ16118509,EMP28506132,Adj5862,Smith,adjuster5862@corp.com,555-7102,LIC72026429,IL,Property,2021-12-05,Inactive,OFF97400993,supervisor@corp.com,23
ADJ45986257,EMP76459567,Adj5863,Smith,adjuster5863@corp.com,555-1995,LIC04498135,FL,Auto,2020-03-15,Active,OFF32007299,supervisor@corp.com,90
ADJ58378410,EMP19337558,Adj5864,Smith,adjuster5864@corp.com,555-6514,LIC36933403,NY,Fraud,2006-04-14,Inactive,OFF24643655,supervisor@corp.com,33
ADJ05276307,EMP64840073,Adj5865,Smith,adjuster5865@corp.com,555-6213,LIC36226033,FL,Auto,2021-04-12,Inactive,OFF13197970,supervisor@corp.com,82
ADJ87491935,EMP18870512,Adj5866,Smith,adjuster5866@corp.com,555-2395,LIC74788043,WA,Auto,2012-08-30,Active,OFF94362487,supervisor@corp.com,35
ADJ78641065,EMP78477262,Adj5867,Smith,adjuster5867@corp.com,555-1724,LIC92498763,WA,Fraud,2001-03-24,Inactive,OFF54827203,supervisor@corp.com,98
ADJ04063323,EMP88639088,Adj5868,Smith,adjuster5868@corp.com,555-2865,LIC85228271,MA,Property,2004-06-16,Inactive,OFF94251578,supervisor@corp.com,55
ADJ72617323,EMP99616227,Adj5869,Smith,adjuster5869@corp.com,555-7469,LIC98061119,IL,Auto,2021-02-13,Inactive,OFF95737382,supervisor@corp.com,24
ADJ64742384,EMP57045671,Adj5870,Smith,adjuster5870@corp.com,555-6236,LIC21768576,WA,Property,2005-12-20,Active,OFF83105759,supervisor@corp.com,92
ADJ94756256,EMP76551599,Adj5871,Smith,adjuster5871@corp.com,555-6585,LIC52432917,CA,Auto,2013-03-02,Inactive,OFF17804258,supervisor@corp.com,20
ADJ26708595,EMP07478577,Adj5872,Smith,adjuster5872@corp.com,555-5246,LIC68629124,WA,Auto,2017-01-31,Inactive,OFF23993844,supervisor@corp.com,37
ADJ53024896,EMP40322594,Adj5873,Smith,adjuster5873@corp.com,555-2881,LIC67226132,MA,Fraud,2015-07-10,Inactive,OFF55304560,supervisor@corp.com,64
ADJ16140536,EMP05296870,Adj5874,Smith,adjuster5874@corp.com,555-1890,LIC21322236,TX,Property,2007-05-13,Active,OFF50015855,supervisor@corp.com,17
ADJ15045363,EMP75861134,Adj5875,Smith,adjuster5875@corp.com,555-6037,LIC49299713,WA,Auto,2010-01-25,Inactive,OFF25576726,supervisor@corp.com,38
ADJ14581107,EMP85565760,Adj5876,Smith,adjuster5876@corp.com,555-5909,LIC26656896,NY,Property,2012-03-24,Inactive,OFF48762691,supervisor@corp.com,26
ADJ58124294,EMP73244464,Adj5877,Smith,adjuster5877@corp.com,555-2840,LIC07166036,TX,Auto,2006-03-15,Inactive,OFF79070898,supervisor@corp.com,20
ADJ08652524,EMP79765824,Adj5878,Smith,adjuster5878@corp.com,555-5116,LIC84837090,CA,Fraud,2018-08-02,Inactive,OFF78470854,supervisor@corp.com,52
ADJ74740993,EMP55649114,Adj5879,Smith,adjuster5879@corp.com,555-4245,LIC97576083,TX,Auto,2012-10-14,Active,OFF48278553,supervisor@corp.com,71
ADJ65032376,EMP02398284,Adj5880,Smith,adjuster5880@corp.com,555-6598,LIC38414898,IL,Fraud,2017-04-09,Active,OFF58626700,supervisor@corp.com,81
ADJ44291553,EMP73773172,Adj5881,Smith,adjuster5881@corp.com,555-4213,LIC45433758,IL,Fraud,2000-03-29,Inactive,OFF95299015,supervisor@corp.com,92
ADJ31845321,EMP89816057,Adj5882,Smith,adjuster5882@corp.com,555-9346,LIC08069433,IL,Auto,2005-02-14,Inactive,OFF09129735,supervisor@corp.com,58
ADJ57332335,EMP86516339,Adj5883,Smith,adjuster5883@corp.com,555-1593,LIC97308250,IL,Fraud,2002-10-28,Inactive,OFF37356908,supervisor@corp.com,59
ADJ66528736,EMP40822589,Adj5884,Smith,adjuster5884@corp.com,555-5328,LIC26313970,WA,Auto,2018-08-19,Active,OFF13467963,supervisor@corp.com,32
ADJ75289686,EMP19240945,Adj5885,Smith,adjuster5885@corp.com,555-1524,LIC69528562,IL,Fraud,2018-10-24,Active,OFF45788964,supervisor@corp.com,44
ADJ98641578,EMP08184627,Adj5886,Smith,adjuster5886@corp.com,555-9942,LIC43533989,CA,Property,2003-04-09,Inactive,OFF30194356,supervisor@corp.com,99
ADJ10151982,EMP87471198,Adj5887,Smith,adjuster5887@corp.com,555-3361,LIC01315784,WA,Auto,2025-05-25,Active,OFF08394851,supervisor@corp.com,81
ADJ74714678,EMP46709057,Adj5888,Smith,adjuster5888@corp.com,555-1776,LIC72873054,FL,Fraud,2016-09-07,Inactive,OFF84587988,supervisor@corp.com,15
ADJ72524556,EMP15767532,Adj5889,Smith,adjuster5889@corp.com,555-7250,LIC30535397,MA,Auto,2025-03-02,Active,OFF37198843,supervisor@corp.com,85
ADJ34243286,EMP12536129,Adj5890,Smith,adjuster5890@corp.com,555-5449,LIC63310976,TX,Auto,2001-07-15,Inactive,OFF07345530,supervisor@corp.com,10
ADJ66326499,EMP89295191,Adj5891,Smith,adjuster5891@corp.com,555-6786,LIC65457977,FL,Fraud,2005-01-14,Active,OFF43029844,supervisor@corp.com,42
ADJ58805079,EMP58582786,Adj5892,Smith,adjuster5892@corp.com,555-6004,LIC03877510,CA,Fraud,2011-02-14,Active,OFF04846121,supervisor@corp.com,22
ADJ58218192,EMP93549881,Adj5893,Smith,adjuster5893@corp.com,555-9616,LIC76820726,MA,Property,2024-01-23,Active,OFF43546778,supervisor@corp.com,59
ADJ48834878,EMP01902546,Adj5894,Smith,adjuster5894@corp.com,555-8371,LIC45108319,WA,Property,2006-09-24,Inactive,OFF42720984,supervisor@corp.com,88
ADJ40616672,EMP35431408,Adj5895,Smith,adjuster5895@corp.com,555-9334,LIC74927229,IL,Property,2008-03-05,Inactive,OFF37812296,supervisor@corp.com,12
ADJ37355838,EMP25458484,Adj5896,Smith,adjuster5896@corp.com,555-6830,LIC01159110,CA,Auto,2000-01-23,Active,OFF46402705,supervisor@corp.com,44
ADJ04968215,EMP15640453,Adj5897,Smith,adjuster5897@corp.com,555-6023,LIC72134741,WA,Property,2001-07-07,Active,OFF68729475,supervisor@corp.com,62
ADJ52529733,EMP96339520,Adj5898,Smith,adjuster5898@corp.com,555-2854,LIC54492956,FL,Property,2008-06-04,Inactive,OFF11275017,supervisor@corp.com,37
ADJ17482269,EMP97250480,Adj5899,Smith,adjuster5899@corp.com,555-1706,LIC22691642,IL,Auto,2004-03-18,Active,OFF28555999,supervisor@corp.com,59
ADJ84074743,EMP99052295,Adj5900,Smith,adjuster5900@corp.com,555-9255,LIC62379660,MA,Fraud,2001-09-21,Active,OFF26583456,supervisor@corp.com,82
ADJ44417072,EMP76911882,Adj5901,Smith,adjuster5901@corp.com,555-6654,LIC05920459,TX,Fraud,2017-02-16,Inactive,OFF89195339,supervisor@corp.com,96
ADJ63153051,EMP19933336,Adj5902,Smith,adjuster5902@corp.com,555-1508,LIC30210216,NY,Auto,2019-04-29,Inactive,OFF58296528,supervisor@corp.com,28
ADJ74396774,EMP09733369,Adj5903,Smith,adjuster5903@corp.com,555-7965,LIC05140563,FL,Property,2013-02-06,Active,OFF11412660,supervisor@corp.com,29
ADJ07228155,EMP92383056,Adj5904,Smith,adjuster5904@corp.com,555-9213,LIC69228201,MA,Auto,2014-03-30,Active,OFF57196856,supervisor@corp.com,15
ADJ55862140,EMP85555789,Adj5905,Smith,adjuster5905@corp.com,555-1566,LIC27944674,WA,Fraud,2014-04-08,Inactive,OFF18902719,supervisor@corp.com,11
ADJ71527776,EMP75346095,Adj5906,Smith,adjuster5906@corp.com,555-7493,LIC31610811,MA,Fraud,2014-11-26,Inactive,OFF62119930,supervisor@corp.com,21
ADJ47873581,EMP35747420,Adj5907,Smith,adjuster5907@corp.com,555-3535,LIC29582961,FL,Property,2003-09-08,Inactive,OFF49473586,supervisor@corp.com,43
ADJ59586332,EMP04450046,Adj5908,Smith,adjuster5908@corp.com,555-7997,LIC88554641,WA,Auto,2023-01-31,Active,OFF92852152,supervisor@corp.com,23
ADJ89514690,EMP21272082,Adj5909,Smith,adjuster5909@corp.com,555-4901,LIC04471135,MA,Auto,2010-07-03,Active,OFF27871400,supervisor@corp.com,19
ADJ11650941,EMP35421716,Adj5910,Smith,adjuster5910@corp.com,555-1667,LIC87763525,MA,Fraud,2010-12-02,Inactive,OFF82941904,supervisor@corp.com,14
ADJ76374558,EMP74190313,Adj5911,Smith,adjuster5911@corp.com,555-2175,LIC39633498,NY,Property,2010-09-18,Active,OFF79494071,supervisor@corp.com,42
ADJ46223070,EMP17382007,Adj5912,Smith,adjuster5912@corp.com,555-9254,LIC67885687,CA,Auto,2016-06-27,Active,OFF73223111,supervisor@corp.com,37
ADJ17441439,EMP23930874,Adj5913,Smith,adjuster5913@corp.com,555-7955,LIC74460341,NY,Property,2017-11-04,Active,OFF14202790,supervisor@corp.com,25
ADJ49548873,EMP50796527,Adj5914,Smith,adjuster5914@corp.com,555-3485,LIC73098864,WA,Property,2022-11-18,Inactive,OFF07616282,supervisor@corp.com,83
ADJ26019683,EMP17616522,Adj5915,Smith,adjuster5915@corp.com,555-8473,LIC88024362,MA,Fraud,2025-04-06,Active,OFF23034913,supervisor@corp.com,53
ADJ42193040,EMP64664158,Adj5916,Smith,adjuster5916@corp.com,555-8647,LIC07493047,FL,Fraud,2025-03-27,Inactive,OFF50367297,supervisor@corp.com,52
ADJ48314923,EMP31739347,Adj5917,Smith,adjuster5917@corp.com,555-9398,LIC60754261,FL,Property,2004-10-17,Active,OFF30031005,supervisor@corp.com,42
ADJ72336445,EMP84509786,Adj5918,Smith,adjuster5918@corp.com,555-5025,LIC75837066,IL,Fraud,2015-04-29,Inactive,OFF61515767,supervisor@corp.com,98
ADJ38993446,EMP93307576,Adj5919,Smith,adjuster5919@corp.com,555-9092,LIC77594561,NY,Auto,2018-09-30,Inactive,OFF80038491,supervisor@corp.com,28
ADJ03671212,EMP22426850,Adj5920,Smith,adjuster5920@corp.com,555-8850,LIC72355569,FL,Fraud,2020-02-20,Active,OFF91707033,supervisor@corp.com,34
ADJ91029296,EMP04860126,Adj5921,Smith,adjuster5921@corp.com,555-9313,LIC27407310,MA,Auto,2025-05-30,Active,OFF52433694,supervisor@corp.com,60
ADJ57424608,EMP58957588,Adj5922,Smith,adjuster5922@corp.com,555-6572,LIC19377136,IL,Property,2018-04-02,Inactive,OFF77611279,supervisor@corp.com,68
ADJ41139619,EMP99704198,Adj5923,Smith,adjuster5923@corp.com,555-6272,LIC87441619,FL,Fraud,2009-02-19,Inactive,OFF58979735,supervisor@corp.com,28
ADJ51528183,EMP75537876,Adj5924,Smith,adjuster5924@corp.com,555-1326,LIC73001308,TX,Fraud,2002-07-20,Inactive,OFF15337198,supervisor@corp.com,45
ADJ72971419,EMP47281277,Adj5925,Smith,adjuster5925@corp.com,555-6420,LIC33677603,TX,Fraud,2025-10-19,Inactive,OFF51828354,supervisor@corp.com,28
ADJ38252888,EMP46290892,Adj5926,Smith,adjuster5926@corp.com,555-4543,LIC40091145,FL,Property,2005-09-24,Active,OFF84477476,supervisor@corp.com,33
ADJ22350754,EMP18632325,Adj5927,Smith,adjuster5927@corp.com,555-4507,LIC45937032,MA,Fraud,2015-07-29,Active,OFF54834313,supervisor@corp.com,84
ADJ38703206,EMP79676875,Adj5928,Smith,adjuster5928@corp.com,555-4610,LIC23532173,TX,Property,2025-06-14,Active,OFF40529044,supervisor@corp.com,41
ADJ92102962,EMP75269879,Adj5929,Smith,adjuster5929@corp.com,555-8736,LIC40245263,NY,Auto,2017-06-18,Inactive,OFF98171030,supervisor@corp.com,76
ADJ46932836,EMP03992748,Adj5930,Smith,adjuster5930@corp.com,555-2921,LIC52648885,TX,Fraud,2012-01-05,Active,OFF75818398,supervisor@corp.com,45
ADJ78599358,EMP82187394,Adj5931,Smith,adjuster5931@corp.com,555-1036,LIC67713680,WA,Auto,2006-12-20,Inactive,OFF47505478,supervisor@corp.com,29
ADJ66757758,EMP51889459,Adj5932,Smith,adjuster5932@corp.com,555-5252,LIC03774049,IL,Property,2011-05-27,Inactive,OFF54386551,supervisor@corp.com,87
ADJ64979085,EMP64335202,Adj5933,Smith,adjuster5933@corp.com,555-6521,LIC74456369,IL,Auto,2022-10-31,Inactive,OFF24330840,supervisor@corp.com,21
ADJ98205457,EMP38147422,Adj5934,Smith,adjuster5934@corp.com,555-1831,LIC21677503,FL,Auto,2003-08-24,Inactive,OFF92205878,supervisor@corp.com,75
ADJ64214720,EMP85637650,Adj5935,Smith,adjuster5935@corp.com,555-8850,LIC07691374,IL,Auto,2020-02-05,Inactive,OFF00645298,supervisor@corp.com,96
ADJ06104112,EMP83350448,Adj5936,Smith,adjuster5936@corp.com,555-9251,LIC23648257,TX,Fraud,2006-06-28,Inactive,OFF29650709,supervisor@corp.com,55
ADJ32985020,EMP24637383,Adj5937,Smith,adjuster5937@corp.com,555-8016,LIC69319806,FL,Property,2008-04-28,Inactive,OFF51965621,supervisor@corp.com,63
ADJ34926021,EMP47761670,Adj5938,Smith,adjuster5938@corp.com,555-4310,LIC19763743,WA,Property,2008-08-23,Active,OFF29598294,supervisor@corp.com,61
ADJ46478111,EMP32309891,Adj5939,Smith,adjuster5939@corp.com,555-7733,LIC53427353,IL,Fraud,2004-12-30,Active,OFF16414333,supervisor@corp.com,53
ADJ01106839,EMP39348444,Adj5940,Smith,adjuster5940@corp.com,555-2653,LIC96472052,WA,Property,2013-05-01,Inactive,OFF93279944,supervisor@corp.com,11
ADJ12659450,EMP75857843,Adj5941,Smith,adjuster5941@corp.com,555-1962,LIC14357011,WA,Auto,2022-02-19,Inactive,OFF93234587,supervisor@corp.com,56
ADJ53248999,EMP28628905,Adj5942,Smith,adjuster5942@corp.com,555-7385,LIC62910539,CA,Fraud,2007-04-09,Active,OFF93596699,supervisor@corp.com,51
ADJ34202234,EMP06257259,Adj5943,Smith,adjuster5943@corp.com,555-2783,LIC67424094,NY,Property,2002-01-31,Active,OFF57144378,supervisor@corp.com,67
ADJ62932039,EMP33579852,Adj5944,Smith,adjuster5944@corp.com,555-1301,LIC37885085,NY,Fraud,2023-04-19,Active,OFF89748512,supervisor@corp.com,54
ADJ74666764,EMP94061114,Adj5945,Smith,adjuster5945@corp.com,555-6071,LIC60587707,WA,Property,2023-01-04,Active,OFF19699358,supervisor@corp.com,46
ADJ53338078,EMP85222648,Adj5946,Smith,adjuster5946@corp.com,555-3257,LIC77978703,IL,Fraud,2015-02-06,Active,OFF83692647,supervisor@corp.com,77
